,Incident ID,Year,Street Name,Cross Street,Distance,Junction Relation,Total Injuries,Total Fatalities,Injury Severity,Collision Manner,Light Condition,Weather,Surface Condition,Age Driver 1,Gender Driver 1,Travel Direction One,Unit Action One,Violation1_Drv1,Alcohol Use Driver 1,Drug Use Driver 1,Age Driver 2,Gender Driver 2,Travel Direction Two,Unit Action Two,Violation 1 Driver 2,Alcohol Use Driver 2,Drug Use Driver 2,Latitude,Longitude,Date,Time
45279,3989137,2022,McClintock Dr,SR-202 Exit 8 A-Ramp,0.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,57.0,Female,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,43.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.43240421,-111.9093071,2022-09-28,20:06:00
45282,3988966,2022,University Dr,Hacienda Dr,-216.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,20.0,Female,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,54.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42200846,-111.9069597,2022-09-28,21:28:00
45283,4047602,2022,University Dr,Beck Ave,-30.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,19.0,Male,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,29.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42192757,-111.956588,2022-09-28,22:47:00
45285,3988981,2022,Mill Ave,Broadmor Dr,-125.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Dusk,Cloudy,Dry,45.0,Male,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,49.0,Female,South,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40224912,-111.9397393,2022-09-29,00:46:00
45288,4002629,2022,Elliot Rd,River Pkwy,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,65.0,Male,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,52.0,Male,North,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.34927691,-111.897908,2022-09-29,12:06:00
45290,3988621,2022,13th St,Priest Dr,0.0,Intersection T Inter 203,1.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Daylight,Cloudy,Dry,72.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,71.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41468552,-111.960823,2022-09-29,16:37:00
45291,3988956,2022,Scottsdale Rd,Weber Dr,-64.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Rear End,Daylight,Clear,Dry,51.0,Female,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,21.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.44381289,-111.9264365,2022-09-29,17:11:00
45292,3999825,2022,Priest Dr,Southern Ave,200.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Unknown,Unknown,36.0,Female,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,24.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39343339,-111.960767,2022-09-29,19:00:00
45293,3988624,2022,Beck Ave,Ranch Rd,63.0,Driveway Or Alley,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,53.0,Female,East,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,46.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.33292231,-111.9586259,2022-09-29,19:23:00
45296,3988679,2022,Rural Rd,Minton Dr,195.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,47.0,Female,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,48.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.38037446,-111.9281495,2022-09-29,20:33:00
45297,3989118,2022,University Dr,Ash Ave,36.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,32.0,Female,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,21.0,Female,West,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42193204,-111.9422818,2022-09-29,20:50:00
45299,3999813,2022,McClintock Dr,University Dr,142.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,18.0,Male,North,Changing Lanes,Followed Too Closely,No Apparent Influence,No Apparent Influence,43.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4223721,-111.9091099,2022-09-29,21:30:00
45300,4001382,2022,Hardy Dr,Alameda Dr,0.0,Intersection 4 Way 202,1.0,0.0,Suspected Serious Injury,Left Turn,Daylight,Clear,Dry,27.0,Male,South,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,33.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40012623,-111.9521366,2022-09-29,21:43:00
45301,4009410,2022,Broadway Rd,Cutler Dr,-60.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,51.0,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,48.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40741357,-111.958567,2022-09-29,22:04:00
45303,3988658,2022,Warner Rd,Rural Rd,0.0,Intersection 4 Way 202,1.0,0.0,Suspected Minor Injury,Head On,Daylight,Clear,Dry,41.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,67.0,Female,Northeast,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.33465525,-111.9284147,2022-09-29,23:34:00
45305,4047766,2022,Scottsdale Rd,Cavalier Dr,110.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,19.0,Male,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,19.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.44931572,-111.9264658,2022-09-30,02:36:00
45310,3989012,2022,Warner Rd,Hardy Dr,201.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,55.0,Male,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,33.0,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.3345701,-111.9536801,2022-09-30,21:42:00
45311,3989028,2022,University Dr,Ash Ave,0.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Left Turn,Dark Lighted,Clear,Dry,33.0,Female,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,22.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42193187,-111.9423998,2022-10-01,02:00:00
45312,3988949,2022,52nd St,Broadway Rd,0.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Left Turn,Dark Lighted,Clear,Dry,40.0,Male,Northeast,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,31.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40924596,-111.9695349,2022-10-01,03:00:00
45313,3989006,2022,Rural Rd,University Dr,50.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,35.0,Male,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,35.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42216649,-111.9263126,2022-10-01,03:02:00
45315,3999299,2022,McClintock Dr,Broadway Rd,100.0,Driveway Or Alley,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,19.0,Female,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,21.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40777494,-111.9091245,2022-10-01,17:22:00
45316,3989005,2022,Guadalupe Rd,McClintock Dr,0.0,Intersection 4 Way 202,2.0,0.0,Possible Injury,Left Turn,Daylight,Clear,Dry,36.0,Female,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,31.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.36376447,-111.9112567,2022-10-01,19:16:00
45318,3988681,2022,Warner Rd,McClintock Dr,20.0,Intersection Related 206,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,55.0,Female,East,Avoiding Vehicle Object Pedestrian,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,35.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.33464312,-111.9111118,2022-10-01,19:44:00
45324,3988984,2022,5th St,Hardy Dr,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,50.0,Male,West,Making Right Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,50.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4254905,-111.9522707,2022-10-02,21:39:00
45326,4001483,2022,Baseline Rd,Lakeshore Dr,0.0,Intersection 4 Way 202,2.0,0.0,Suspected Minor Injury,Left Turn,Daylight,Clear,Dry,70.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,43.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37832308,-111.9205025,2022-10-03,15:33:00
45327,3988654,2022,Baseline Rd,Calle Los Cerros,65.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,18.0,Female,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,44.0,Female,West,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821168,-111.9738755,2022-10-03,16:09:00
45328,3987377,2022,University Dr,Rural Rd,33.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Cloudy,Dry,41.0,Female,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,29.0,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42202881,-111.9262043,2022-10-03,16:56:00
45331,3988612,2022,5th St,Mill Ave,-183.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Dusk,Clear,Dry,62.0,Male,East,Making Right Turn,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,20.0,Female,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,33.42550149,-111.9406192,2022-10-04,00:44:00
45334,3988602,2022,Broadway Rd,Roosevelt St,185.0,Not Junction Related,1.0,0.0,Possible Injury,Head On,Dark Lighted,Clear,Dry,20.0,Male,West,Making Left Turn,Drove Left Of Center Line,No Apparent Influence,No Apparent Influence,25.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4073749,-111.9472471,2022-10-04,04:26:00
45335,4005043,2022,Rio Salado Pkwy,Perry Ln,-68.0,Intersection Related 206,1.0,0.0,Possible Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,42.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,Drugs,24.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42923812,-111.9049878,2022-10-04,05:53:00
45336,3953229,2022,I-10 Cardinal Frontage,48th St,0.0,Intersection 201,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,48.0,Male,East,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,39.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40932389,-111.9782234,2022-10-04,11:52:00
45337,4001380,2022,Rural Rd,Broadway Rd,-110.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Rear End,Daylight,Clear,Dry,68.0,Female,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,57.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40719959,-111.9262845,2022-10-04,14:27:00
45340,3988595,2022,Rio Salado Pkwy,Price Rd,0.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,45.0,Male,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,27.0,Male,Southeast,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.42937578,-111.8918252,2022-10-04,17:55:00
45342,3989117,2022,Baseline Rd,Calle Los Cerros,-190.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,22.0,Male,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,39.0,Male,West,Changing Lanes,No Improper Action,No Apparent Influence,No Apparent Influence,33.37820722,-111.9747104,2022-10-04,19:44:00
45344,4001506,2022,McClintock Dr,Elliot Rd,0.0,Intersection 201,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,50.0,Female,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,19.0,Male,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,33.34912976,-111.9111875,2022-10-04,22:46:00
45346,3987378,2022,Broadway Rd,Price Rd,-25.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,32.0,Male,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,18.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40747505,-111.8904162,2022-10-04,23:34:00
45347,3988934,2022,McClintock Dr,Warner Rd,-200.0,Not Junction Related,0.0,0.0,No Injury,Head On,Daylight,Clear,Dry,31.0,Female,South,Going Straight Ahead,Other,No Apparent Influence,No Apparent Influence,42.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.33409342,-111.9111614,2022-10-04,23:47:00
45348,3988604,2022,Guadalupe Rd,Kyrene Rd,0.0,Intersection 4 Way 202,2.0,0.0,Suspected Minor Injury,Left Turn,Dark Lighted,Clear,Dry,26.0,Male,West,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,16.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.3636593,-111.9458942,2022-10-05,02:13:00
45350,3988942,2022,Rural Rd,6th St,50.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,18.0,Female,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,20.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42463521,-111.9263015,2022-10-05,03:53:00
45351,3989004,2022,Rural Rd,Warner Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dawn,Clear,Dry,88.0,Female,South,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,27.0,Male,East,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,33.33465521,-111.9284147,2022-10-05,12:23:00
45355,3988600,2022,Rural Rd,Baseline Rd,-164.0,Intersection Related 206,2.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,34.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,61.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37779853,-111.9286877,2022-10-05,17:49:00
45356,3989138,2022,Rural Rd,E Terrace Rd,-170.0,Not Junction Related,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,21.0,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,22.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41867452,-111.9262974,2022-10-05,18:31:00
45357,4001183,2022,Baseline Rd,Price Rd,90.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,20.0,Female,East,Backing,Other,No Apparent Influence,No Apparent Influence,60.0,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37845557,-111.8933215,2022-10-05,21:18:00
45358,3987404,2022,Rio Salado Pkwy,Price Rd,-100.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,34.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,Alcohol,Drugs,21.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42937462,-111.8921529,2022-10-05,22:37:00
45359,3989124,2022,University Dr,Price Rd,-68.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,26.0,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,24.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42201455,-111.89053,2022-10-05,23:37:00
45362,4001440,2022,McClintock Dr,E Tempe Marketplace,-99.0,Intersection Related 206,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,27.0,Female,North,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,22.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4318137,-111.9092595,2022-10-06,01:59:00
45364,4053823,2022,College Ave,Encanto Dr,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,21.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,18.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40963327,-111.934918,2022-10-06,02:35:00
45365,4004402,2022,Priest Dr,SR-202 Cardinal Frontage,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Dark Lighted,Cloudy,Dry,18.0,Female,North,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,28.0,Female,East,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.43714969,-111.9609412,2022-10-06,04:47:00
45366,4016065,2022,Broadway Rd,Mill Ave,66.0,Intersection Related 206,0.0,0.0,No Injury,Head On,Dark Lighted,Clear,Dry,34.0,Male,North,Making Right Turn,Made Improper Turn,Alcohol,No Apparent Influence,69.0,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40740995,-111.9396113,2022-10-06,08:27:00
45367,3986937,2022,Guadalupe Rd,Maple Ave,27.0,Intersection 201,1.0,0.0,Suspected Minor Injury,Left Turn,Dark Lighted,Clear,Dry,29.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,Alcohol,No Apparent Influence,50.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.36370301,-111.9389442,2022-10-06,11:02:00
45369,4001438,2022,Rural Rd,Broadway Rd,-160.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,56.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,41.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40706223,-111.9262852,2022-10-06,15:05:00
45370,4001439,2022,Mill Ave,12th St,-100.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,26.0,Male,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,20.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41593077,-111.9399799,2022-10-06,16:19:00
45372,3998449,2022,Spence Ave,Jentilly Ln,55.0,Not Junction Related,2.0,0.0,Suspected Minor Injury,Rear End,Daylight,Clear,Dry,21.0,Female,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,19.0,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41287113,-111.923076,2022-10-06,20:45:00
45375,4004398,2022,McClintock Dr,Weber Dr,0.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Left Turn,Dusk,Cloudy,Dry,21.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,55.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.44401548,-111.9094675,2022-10-07,01:17:00
45378,3988668,2022,Baseline Rd,I-10 Exit 155 J1-Ramp,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,66.0,Male,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,63.0,Male,North,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37829922,-111.9673788,2022-10-07,02:08:00
45379,3987379,2022,Elliot Rd,Hardy Dr,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,60.0,Male,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,24.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34915645,-111.9544806,2022-10-07,15:09:00
45383,3988625,2022,Elliot Rd,Priest Dr,-72.0,Driveway Or Alley,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,20.0,Male,North,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,32.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34909974,-111.9633688,2022-10-07,21:40:00
45385,4007406,2022,Baseline Rd,Kyrene Rd,0.0,Intersection T Inter 203,1.0,0.0,Possible Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,69.0,Male,South,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,54.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821693,-111.9438877,2022-10-08,00:06:00
45388,3988599,2022,Priest Dr,SR-202 Non-Cardinal Frontage,-24.0,Intersection 4 Way 202,1.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Daylight,Cloudy,Dry,53.0,Male,North,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,54.0,Female,East,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,33.43843616,-111.9608463,2022-10-08,19:45:00
45394,4017386,2022,Pointe Pkwy,Baseline Rd,0.0,Intersection T Inter 203,1.0,0.0,Suspected Serious Injury,Left Turn,Dark Lighted,Clear,Dry,54.0,Female,West,Making Left Turn,Failed To Yield Right Of Way,Alcohol,No Apparent Influence,47.0,Male,East,Going Straight Ahead,Exceeded Lawful Speed,No Apparent Influence,No Apparent Influence,33.37821687,-111.9719948,2022-10-09,09:20:00
45395,3988671,2022,Broadway Rd,48th St,20.0,Intersection Related 206,2.0,0.0,Suspected Minor Injury,Left Turn,Daylight,Clear,Dry,21.0,Female,Southeast,Making Left Turn,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,21.0,Female,West,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40732752,-111.9782222,2022-10-09,14:55:00
45398,4017367,2022,Baseline Rd,Darrow Dr,-75.0,Driveway Or Alley,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,27.0,Male,North,Making Left Turn,Failed To Yield Right Of Way,Alcohol,No Apparent Influence,56.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37823959,-111.961375,2022-10-10,04:11:00
45399,4001437,2022,Broadway Rd,Price Rd,0.0,Intersection 4 Way 202,2.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,75.0,Male,South,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,56.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4074963,-111.8920047,2022-10-10,20:08:00
45401,4002647,2022,Elliot Rd,Priest Dr,217.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,21.0,Male,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,33.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34911103,-111.9624233,2022-10-10,22:38:00
45402,4002628,2022,Apache Blvd,McClintock Dr,-75.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,26.0,Female,West,Making Right Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,46.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41476044,-111.9093783,2022-10-11,00:08:00
45403,3999808,2022,Playa Del Norte Dr,Scottsdale Rd,45.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,52.0,Male,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,29.0,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.43403702,-111.9261155,2022-10-11,00:42:00
45408,4036987,2022,Southern Ave,McClintock Dr,0.0,Not Junction Related,0.0,0.0,No Injury,Unknown,Dark Lighted,Clear,Dry,28.0,Male,Unknown,Unknown,Unknown,Alcohol,No Apparent Influence,26.0,Female,Unknown,Unknown,Unknown,No Apparent Influence,No Apparent Influence,33.39299222,-111.9091267,2022-10-11,05:57:00
45410,3988947,2022,Broadway Rd,Cutler Dr,-152.0,Driveway Or Alley,2.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,37.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,89.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40741459,-111.9588684,2022-10-11,15:13:00
45412,3956572,2022,US-60 Exit 175 C-Ramp,Unknown,1.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,19.0,Female,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,34.0,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.386226,-111.9089214,2022-10-11,18:16:00
45419,4001436,2022,Priest Dr,SR-202 Non-Cardinal Frontage,0.0,Intersection 4 Way 202,1.0,0.0,Suspected Minor Injury,Left Turn,Dark Lighted,Clear,Dry,19.0,Female,West,Making Left Turn,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,43.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.43850177,-111.9608415,2022-10-12,11:49:00
